SalesID,CustID,PaymentMethod,Payment Date,PaymentID,PaymentAmount,LoanID,Bank Name
SO230462,18200,DebitCard,13-01-2023,P10446,87990,,Canara Bank
SO230463,20152,DebitCard,13-01-2023,P10447,34500,,HDFC
SO230464,22352,AutoDebitEMI,14-01-2023,P10448,40200,LDC2364,Axis
SO230465,18623,UPI,14-01-2023,P10449,16200,LDC2365,HDFC
SO230466,22581,AutoDebitEMI,14-01-2023,P10450,54471,LDC2366,Canara Bank
SO230467,19899,AutoDebitEMI,14-01-2023,P10451,28821,LDC2367,Canara Bank
SO230468,18703,Cash,14-01-2023,P10452,132970,,NetCash
SO230469,21592,DebitCard,14-01-2023,P10453,67740,,Canara Bank
SO230470,21244,DebitCard,14-01-2023,P10454,147000,,Axis
SO230471,18817,Cash,14-01-2023,P10455,64000,,NetCash
SO230472,23081,Cash,14-01-2023,P10456,76500,,NetCash
SO230473,18738,DebitCard,14-01-2023,P10457,73000,,Canara Bank
SO230474,18333,DebitCard,14-01-2023,P10458,76938,,Canara Bank
SO230475,24138,BankTransfer,14-01-2023,P10459,94470,,Axis
SO230476,18288,AutoDebitEMI,14-01-2023,P10460,21150,LDC2376,Andhra Bank
SO230477,18172,BankTransfer,14-01-2023,P10461,34000,,Andhra Bank
SO230478,22132,BankTransfer,14-01-2023,P10462,69000,,Canara Bank
SO230479,22460,CreditCard,14-01-2023,P10463,61950,LDC2379,Andhra Bank
SO230480,18762,DebitCard,14-01-2023,P10464,68950,,HDFC
SO230481,19378,CreditCard,14-01-2023,P10465,27831,LDC2381,Axis
SO230482,22981,AutoDebitEMI,14-01-2023,P10466,19050,LDC2382,Canara Bank
SO230483,22131,UPI,14-01-2023,P10467,2723.1,LDC2383,ICICI
SO230484,18885,BankTransfer,14-01-2023,P10468,80499,,Axis
SO230485,23497,Cash,14-01-2023,P10469,71750,,NetCash
SO230486,24404,BankTransfer,14-01-2023,P10470,69420,,Canara Bank
SO230487,18769,UPI,14-01-2023,P10471,38977.8,LDC2387,Axis
SO230488,24133,DebitCard,14-01-2023,P10472,195340,,HDFC
SO230489,18495,CreditCard,14-01-2023,P10473,32250,LDC2389,Axis
SO230490,18061,AutoDebitEMI,14-01-2023,P10474,32850,LDC2390,Axis
SO230491,22525,BankTransfer,14-01-2023,P10475,281000,,HDFC
SO230492,22428,AutoDebitEMI,15-01-2023,P10476,54471,LDC2392,HDFC
SO230493,18844,UPI,15-01-2023,P10477,56700,LDC2393,ICICI
SO230494,22973,CreditCard,15-01-2023,P10478,3023.1,LDC2394,Andhra Bank
SO230495,23612,AutoDebitEMI,15-01-2023,P10479,85800,LDC2395,Canara Bank
SO230496,19526,UPI,15-01-2023,P10480,24599.7,LDC2396,HDFC
SO230497,19541,AutoDebitEMI,15-01-2023,P10481,21600,LDC2397,Axis
SO230498,21952,DebitCard,15-01-2023,P10482,69020,,ICICI
SO230499,24178,DebitCard,15-01-2023,P10483,83000,,Andhra Bank
SO230500,20540,AutoDebitEMI,15-01-2023,P10484,32100,LDC2400,HDFC
SO230501,21806,UPI,15-01-2023,P10485,21450,LDC2401,Canara Bank
SO230502,21855,CreditCard,15-01-2023,P10486,22950,LDC2402,Axis
SO230503,21150,CreditCard,15-01-2023,P10487,20100,LDC2403,Canara Bank
SO230504,23084,BankTransferEMI,15-01-2023,P10488,28200,LDC2404,HDFC
SO230505,24539,AutoDebitEMI,15-01-2023,P10489,27600,LDC2405,HDFC
SO230506,24820,CreditCard,15-01-2023,P10490,28200,LDC2406,Axis
SO230507,23670,CreditCard,15-01-2023,P10491,24135,LDC2407,Axis
SO230508,18472,DebitCard,15-01-2023,P10492,98020,,Andhra Bank
SO230509,24076,CreditCard,15-01-2023,P10493,67800,LDC2409,Andhra Bank
SO230510,21522,Cash,15-01-2023,P10494,49614,,NetCash
SO230511,24637,BankTransfer,15-01-2023,P10495,87500,,ICICI
SO230512,20673,BankTransfer,15-01-2023,P10496,181000,,Axis
SO230513,18527,BankTransferEMI,15-01-2023,P10497,13141.2,LDC2413,Andhra Bank
SO230514,23977,Cash,15-01-2023,P10498,78000,,NetCash
SO230515,24624,Cash,15-01-2023,P10499,94500,,NetCash
SO230516,23940,BankTransfer,15-01-2023,P10500,71750,,Canara Bank
SO230517,21757,UPI,15-01-2023,P10501,56850,LDC2417,Axis
SO230518,22483,CreditCard,15-01-2023,P10502,20082,LDC2418,Axis
SO230519,19736,DebitCard,15-01-2023,P10503,87500,,Canara Bank
SO230520,24515,CreditCard,16-01-2023,P10504,23081.4,LDC2420,HDFC
SO230521,19253,Cash,16-01-2023,P10505,89500,,NetCash
SO230522,24194,Cash,16-01-2023,P10506,55852,,NetCash
SO230523,20967,BankTransferEMI,16-01-2023,P10507,16200,LDC2423,Andhra Bank
SO230524,20882,CreditCard,16-01-2023,P10508,36750,LDC2424,Andhra Bank
SO230525,21977,AutoDebitEMI,16-01-2023,P10509,26100,LDC2425,HDFC
SO230526,24972,AutoDebitEMI,16-01-2023,P10510,20706,LDC2426,Axis
SO230527,20314,BankTransferEMI,16-01-2023,P10511,24000,LDC2427,Andhra Bank
SO230528,21419,AutoDebitEMI,16-01-2023,P10512,23999.7,LDC2428,Axis
SO230529,19553,BankTransfer,16-01-2023,P10513,182000,,HDFC
SO230530,22222,AutoDebitEMI,16-01-2023,P10514,20535,LDC2430,Canara Bank
SO230531,24852,Cash,16-01-2023,P10515,87000,,NetCash
SO230532,24598,AutoDebitEMI,16-01-2023,P10516,24450,LDC2432,Andhra Bank
SO230533,22605,AutoDebitEMI,16-01-2023,P10517,50850,LDC2433,Canara Bank
SO230534,21624,DebitCard,16-01-2023,P10518,80000,,HDFC
SO230535,21230,CreditCard,16-01-2023,P10519,3173.1,LDC2435,ICICI
SO230536,20270,Cash,16-01-2023,P10520,157500,,NetCash
SO230537,18204,DebitCard,16-01-2023,P10521,147500,,Canara Bank
SO230538,22555,AutoDebitEMI,16-01-2023,P10522,32250,LDC2438,Canara Bank
SO230539,22284,CreditCard,16-01-2023,P10523,22350,LDC2439,Axis
SO230540,21294,CreditCard,16-01-2023,P10524,38100,LDC2440,ICICI
SO230541,24588,CreditCard,16-01-2023,P10525,20541,LDC2441,HDFC
SO230542,21221,AutoDebitEMI,16-01-2023,P10526,18900,LDC2442,HDFC
SO230543,23777,DebitCard,16-01-2023,P10527,159445,,ICICI
SO230544,22194,CreditCard,16-01-2023,P10528,25377,LDC2444,HDFC
SO230545,22638,BankTransfer,16-01-2023,P10529,52696,,Andhra Bank
SO230546,18807,BankTransfer,16-01-2023,P10530,112179,,Axis
SO230547,21858,BankTransfer,16-01-2023,P10531,68970,,HDFC
SO230548,18244,BankTransfer,17-01-2023,P10532,81000,,Canara Bank
SO230549,20686,CreditCard,17-01-2023,P10533,25812,LDC2449,ICICI
SO230550,18764,UPI,17-01-2023,P10534,21150,LDC2450,ICICI
SO230551,20273,Cash,17-01-2023,P10535,182000,,NetCash
SO230552,20486,BankTransfer,17-01-2023,P10536,85430,,HDFC
SO230553,23494,BankTransferEMI,17-01-2023,P10537,29025,LDC2453,ICICI
SO230554,20505,CreditCard,17-01-2023,P10538,27750,LDC2454,ICICI
SO230555,18185,AutoDebitEMI,17-01-2023,P10539,24000,LDC2455,Canara Bank
SO230556,22462,AutoDebitEMI,17-01-2023,P10540,21000,LDC2456,Andhra Bank
SO230557,23584,CreditCard,17-01-2023,P10541,28821,LDC2457,Canara Bank
SO230558,23383,BankTransfer,17-01-2023,P10542,122883,,Canara Bank
SO230559,22572,BankTransfer,17-01-2023,P10543,187500,,Axis
SO230560,19713,CreditCard,17-01-2023,P10544,22935,LDC2460,Andhra Bank
SO230561,23749,UPI,17-01-2023,P10545,45749.7,LDC2461,ICICI
SO230562,21135,Cash,17-01-2023,P10546,266000,,NetCash
SO230563,21796,BankTransferEMI,17-01-2023,P10547,24000,LDC2463,Canara Bank
SO230564,21801,BankTransfer,17-01-2023,P10548,93000,,HDFC
SO230565,24248,DebitCard,17-01-2023,P10549,98000,,Canara Bank
SO230566,21119,Cash,17-01-2023,P10550,61690,,NetCash
SO230567,22027,BankTransfer,17-01-2023,P10551,66440,,ICICI
SO230568,19250,Cash,17-01-2023,P10552,109500,,NetCash
SO230569,23658,BankTransfer,17-01-2023,P10553,122883,,Andhra Bank
SO230570,22071,DebitCard,17-01-2023,P10554,86040,,HDFC
SO230571,22076,Cash,17-01-2023,P10555,187500,,NetCash
SO230572,20937,UPI,17-01-2023,P10556,22359,LDC2472,Axis
SO230573,20458,BankTransfer,17-01-2023,P10557,98000,,HDFC
SO230574,24771,UPI,17-01-2023,P10558,18900,LDC2474,Axis
SO230575,22673,AutoDebitEMI,17-01-2023,P10559,34500,LDC2475,Andhra Bank
SO230576,24962,AutoDebitEMI,18-01-2023,P10560,40200,LDC2476,Canara Bank
SO230577,24265,BankTransfer,18-01-2023,P10561,34000,,ICICI
SO230578,24654,BankTransfer,18-01-2023,P10562,66412,,ICICI
SO230579,18328,BankTransfer,18-01-2023,P10563,52696,,Canara Bank
SO230580,22491,DebitCard,18-01-2023,P10564,83250,,ICICI
SO230581,20672,DebitCard,18-01-2023,P10565,66912,,HDFC
SO230582,20741,BankTransfer,18-01-2023,P10566,159945,,Canara Bank
SO230583,21259,UPI,18-01-2023,P10567,26547,LDC2483,Canara Bank
SO230584,21080,CreditCard,18-01-2023,P10568,16350,LDC2484,Axis
SO230585,24117,AutoDebitEMI,18-01-2023,P10569,32100,LDC2485,HDFC
SO230586,23357,Cash,18-01-2023,P10570,92800,,NetCash
SO230587,19430,DebitCard,18-01-2023,P10571,124000,,HDFC
SO230588,22030,DebitCard,18-01-2023,P10572,92800,,ICICI
SO230589,21433,AutoDebitEMI,18-01-2023,P10573,20082,LDC2489,ICICI
SO230590,20172,Cash,18-01-2023,P10574,83250,,NetCash
SO230591,22067,BankTransferEMI,18-01-2023,P10575,26397,LDC2491,Axis
SO230592,19187,DebitCard,18-01-2023,P10576,77500,,ICICI
SO230593,23631,Cash,18-01-2023,P10577,68970,,NetCash
SO230594,23822,CreditCard,18-01-2023,P10578,27343.2,LDC2494,HDFC
SO230595,21397,BankTransferEMI,18-01-2023,P10579,54471,LDC2495,Andhra Bank
SO230596,23212,CreditCard,18-01-2023,P10580,27300,LDC2496,HDFC
SO230597,24512,Cash,18-01-2023,P10581,63000,,NetCash
SO230598,21045,BankTransfer,18-01-2023,P10582,68470,,Andhra Bank
SO230599,22122,UPI,18-01-2023,P10583,32700,LDC2499,Canara Bank
SO230600,23976,UPI,18-01-2023,P10584,38899.2,LDC2500,HDFC
SO230601,20411,BankTransferEMI,18-01-2023,P10585,32700,LDC2501,HDFC
SO230602,22445,BankTransfer,18-01-2023,P10586,80500,,HDFC
SO230603,23679,UPI,18-01-2023,P10587,28341,LDC2503,Axis
SO230604,23043,BankTransfer,19-01-2023,P10588,182070,,Andhra Bank
SO230605,18075,BankTransfer,19-01-2023,P10589,72000,,Andhra Bank
SO230606,18388,DebitCard,19-01-2023,P10590,189340,,ICICI
SO230607,21991,BankTransferEMI,19-01-2023,P10591,22500,LDC2507,HDFC
SO230608,24426,BankTransfer,19-01-2023,P10592,159945,,HDFC
SO230609,23411,BankTransferEMI,19-01-2023,P10593,57150,LDC2509,ICICI
SO230610,19768,UPI,19-01-2023,P10594,32100,LDC2510,HDFC
SO230611,22243,CreditCard,19-01-2023,P10595,19350,LDC2511,Canara Bank
SO230612,24572,Cash,19-01-2023,P10596,69020,,NetCash
SO230613,24534,DebitCard,19-01-2023,P10597,94000,,HDFC
SO230614,23942,BankTransferEMI,19-01-2023,P10598,24900,LDC2514,Axis
SO230615,24470,BankTransferEMI,19-01-2023,P10599,41113.8,LDC2515,Andhra Bank
SO230616,23293,BankTransfer,19-01-2023,P10600,177500,,Andhra Bank
SO230617,19801,AutoDebitEMI,19-01-2023,P10601,29400,LDC2517,ICICI
SO230618,18267,BankTransferEMI,19-01-2023,P10602,25527,LDC2518,Andhra Bank
SO230619,20198,Cash,19-01-2023,P10603,83000,,NetCash
SO230620,20369,DebitCard,19-01-2023,P10604,74000,,ICICI
SO230621,23390,Cash,19-01-2023,P10605,157000,,NetCash
SO230622,19492,Cash,19-01-2023,P10606,76500,,NetCash
SO230623,22092,Cash,19-01-2023,P10607,105404,,NetCash
SO230624,19462,BankTransfer,19-01-2023,P10608,107500,,HDFC
SO230625,23076,DebitCard,19-01-2023,P10609,44500,,ICICI
SO230626,24243,Cash,19-01-2023,P10610,83250,,NetCash
SO230627,24661,BankTransferEMI,19-01-2023,P10611,19050,LDC2527,ICICI
SO230628,22284,AutoDebitEMI,19-01-2023,P10612,14449.2,LDC2528,ICICI
SO230629,19940,DebitCard,19-01-2023,P10613,68999,,ICICI
SO230630,22147,Cash,19-01-2023,P10614,98500,,NetCash
SO230631,18761,CreditCard,19-01-2023,P10615,21900,LDC2531,HDFC
SO230632,23376,BankTransfer,20-01-2023,P10616,112000,,ICICI
SO230633,24896,DebitCard,20-01-2023,P10617,87500,,HDFC
SO230634,19494,BankTransfer,20-01-2023,P10618,63000,,ICICI
SO230635,21771,Cash,20-01-2023,P10619,80499,,NetCash
SO230636,24149,BankTransferEMI,20-01-2023,P10620,27300,LDC2536,Andhra Bank
SO230637,20785,Cash,20-01-2023,P10621,72620,,NetCash
SO230638,23717,UPI,20-01-2023,P10622,22050,LDC2538,Canara Bank
SO230639,23481,BankTransferEMI,20-01-2023,P10623,47100,LDC2539,Canara Bank
SO230640,22031,BankTransfer,20-01-2023,P10624,10577,,Andhra Bank
SO230641,21442,DebitCard,20-01-2023,P10625,306000,,ICICI
SO230642,22755,BankTransferEMI,20-01-2023,P10626,23400,LDC2542,HDFC
SO230643,23281,Cash,20-01-2023,P10627,74500,,NetCash
SO230644,19663,Cash,20-01-2023,P10628,136546,,NetCash
SO230645,20586,AutoDebitEMI,20-01-2023,P10629,32250,LDC2545,HDFC
SO230646,24922,AutoDebitEMI,20-01-2023,P10630,32700,LDC2546,Andhra Bank
SO230647,18258,CreditCard,20-01-2023,P10631,23394.3,LDC2547,Axis
SO230648,22632,Cash,20-01-2023,P10632,94470,,NetCash
SO230649,19393,DebitCard,20-01-2023,P10633,109500,,Andhra Bank
SO230650,24781,BankTransfer,20-01-2023,P10634,77500,,ICICI
SO230651,21561,AutoDebitEMI,20-01-2023,P10635,57150,LDC2551,Axis
SO230652,18487,Cash,20-01-2023,P10636,55732,,NetCash
SO230653,19867,DebitCard,20-01-2023,P10637,231500,,ICICI
SO230654,21216,Cash,20-01-2023,P10638,92000,,NetCash
SO230655,23413,BankTransfer,20-01-2023,P10639,83250,,Axis
SO230656,19901,AutoDebitEMI,20-01-2023,P10640,22950,LDC2556,Andhra Bank
SO230657,24056,AutoDebitEMI,20-01-2023,P10641,26250,LDC2557,ICICI
SO230658,22967,AutoDebitEMI,20-01-2023,P10642,43200,LDC2558,Andhra Bank
SO230659,19381,BankTransferEMI,20-01-2023,P10643,21525,LDC2559,ICICI
SO230660,24260,Cash,21-01-2023,P10644,64500,,NetCash
SO230661,22564,AutoDebitEMI,21-01-2023,P10645,22044,LDC2561,ICICI
SO230662,20569,BankTransfer,21-01-2023,P10646,83000,,Andhra Bank
SO230663,18830,DebitCard,21-01-2023,P10647,169000,,HDFC
SO230664,24742,Cash,21-01-2023,P10648,69500,,NetCash
SO230665,19584,BankTransfer,21-01-2023,P10649,66940,,Andhra Bank
SO230666,22399,AutoDebitEMI,21-01-2023,P10650,36864.9,LDC2566,Andhra Bank
SO230667,21729,UPI,21-01-2023,P10651,20706,LDC2567,HDFC
SO230668,19910,DebitCard,21-01-2023,P10652,181500,,HDFC
SO230669,23098,AutoDebitEMI,21-01-2023,P10653,33000,LDC2569,Andhra Bank
SO230670,20676,Cash,21-01-2023,P10654,92500,,NetCash
SO230671,24577,AutoDebitEMI,21-01-2023,P10655,53100,LDC2571,Canara Bank
SO230672,23725,CreditCard,21-01-2023,P10656,59100,LDC2572,ICICI
SO230673,19231,Cash,21-01-2023,P10657,71500,,NetCash
SO230674,19555,BankTransfer,21-01-2023,P10658,83000,,ICICI
SO230675,21128,BankTransfer,21-01-2023,P10659,122000,,ICICI
SO230676,21769,DebitCard,21-01-2023,P10660,76450,,HDFC
SO230677,18869,UPI,21-01-2023,P10661,25050,LDC2577,Canara Bank
SO230678,24468,Cash,21-01-2023,P10662,10077,,NetCash
SO230679,19338,BankTransfer,21-01-2023,P10663,78000,,ICICI
SO230680,22904,CreditCard,21-01-2023,P10664,54600,LDC2580,ICICI
SO230681,18770,BankTransferEMI,21-01-2023,P10665,27637.5,LDC2581,Andhra Bank
SO230682,21559,BankTransferEMI,21-01-2023,P10666,21375,LDC2582,Axis
SO230683,22004,BankTransferEMI,21-01-2023,P10667,23249.7,LDC2583,Canara Bank
SO230684,20447,AutoDebitEMI,21-01-2023,P10668,39600,LDC2584,ICICI
SO230685,19362,BankTransferEMI,21-01-2023,P10669,33150,LDC2585,Canara Bank
SO230686,19105,UPI,21-01-2023,P10670,79800,LDC2586,Canara Bank
SO230687,18900,BankTransferEMI,21-01-2023,P10671,34800,LDC2587,Andhra Bank
SO230688,19820,Cash,22-01-2023,P10672,10077,,NetCash
SO230689,23455,CreditCard,22-01-2023,P10673,23400,LDC2589,HDFC
SO230690,24760,DebitCard,22-01-2023,P10674,276500,,HDFC
SO230691,18313,AutoDebitEMI,22-01-2023,P10675,14449.2,LDC2591,HDFC
SO230692,23062,CreditCard,22-01-2023,P10676,23550,LDC2592,HDFC
SO230693,24956,BankTransferEMI,22-01-2023,P10677,47983.5,LDC2593,HDFC
SO230694,24837,AutoDebitEMI,22-01-2023,P10678,27450,LDC2594,Axis
SO230695,19945,BankTransferEMI,22-01-2023,P10679,20685,LDC2595,HDFC
SO230696,18129,DebitCard,22-01-2023,P10680,137046,,Canara Bank
SO230697,19272,DebitCard,22-01-2023,P10681,87000,,ICICI
SO230698,18123,CreditCard,22-01-2023,P10682,23999.7,LDC2598,Canara Bank
SO230699,24113,BankTransferEMI,22-01-2023,P10683,32250,LDC2599,Axis
SO230700,18757,DebitCard,22-01-2023,P10684,87000,,HDFC
SO230701,23034,AutoDebitEMI,22-01-2023,P10685,13234.2,LDC2601,Andhra Bank
SO230702,18381,DebitCard,22-01-2023,P10686,56232,,ICICI
SO230703,19867,Cash,22-01-2023,P10687,68450,,NetCash
SO230704,22137,DebitCard,22-01-2023,P10688,83000,,Andhra Bank
SO230705,22694,Cash,22-01-2023,P10689,77000,,NetCash
SO230706,21071,BankTransfer,22-01-2023,P10690,62840,,Axis
SO230707,24706,UPI,22-01-2023,P10691,24975,LDC2607,Axis
SO230708,20872,Cash,22-01-2023,P10692,73480,,NetCash
SO230709,20048,BankTransferEMI,22-01-2023,P10693,23394.3,LDC2609,Canara Bank
SO230710,18817,AutoDebitEMI,22-01-2023,P10694,22350,LDC2610,HDFC
SO230711,24544,CreditCard,22-01-2023,P10695,34800,LDC2611,HDFC
SO230712,19073,BankTransferEMI,22-01-2023,P10696,43350,LDC2612,HDFC
SO230713,23524,CreditCard,22-01-2023,P10697,24600,LDC2613,Axis
SO230714,23857,DebitCard,22-01-2023,P10698,78000,,HDFC
SO230715,20490,AutoDebitEMI,22-01-2023,P10699,27840,LDC2615,ICICI
SO230716,22206,BankTransferEMI,23-01-2023,P10700,29025,LDC2616,Andhra Bank
SO230717,18116,CreditCard,23-01-2023,P10701,24900,LDC2617,ICICI
SO230718,18252,BankTransferEMI,23-01-2023,P10702,56700,LDC2618,Andhra Bank
SO230719,18200,UPI,23-01-2023,P10703,23250,LDC2619,Axis
SO230720,24440,BankTransferEMI,23-01-2023,P10704,53250,LDC2620,Axis
SO230721,18599,AutoDebitEMI,23-01-2023,P10705,15808.8,LDC2621,Axis
SO230722,19920,BankTransfer,23-01-2023,P10706,85430,,Axis
SO230723,23909,DebitCard,23-01-2023,P10707,82000,,ICICI
SO230724,21973,AutoDebitEMI,23-01-2023,P10708,24450,LDC2624,HDFC
SO230725,18794,AutoDebitEMI,23-01-2023,P10709,21000,LDC2625,Axis
SO230726,23785,DebitCard,23-01-2023,P10710,109500,,HDFC
SO230727,21313,Cash,23-01-2023,P10711,63140,,NetCash
SO230728,20385,CreditCard,23-01-2023,P10712,16050,LDC2628,Canara Bank
SO230729,23283,Cash,23-01-2023,P10713,54500,,NetCash
SO230730,22242,UPI,23-01-2023,P10714,39741,LDC2630,Canara Bank
SO230731,23767,UPI,23-01-2023,P10715,16350,LDC2631,Canara Bank
SO230732,18187,AutoDebitEMI,23-01-2023,P10716,41113.8,LDC2632,HDFC
SO230733,21166,AutoDebitEMI,23-01-2023,P10717,54870,LDC2633,Canara Bank
SO230734,23659,CreditCard,23-01-2023,P10718,26100,LDC2634,ICICI
SO230735,22134,UPI,23-01-2023,P10719,28491,LDC2635,Canara Bank
SO230736,22353,UPI,23-01-2023,P10720,91800,LDC2636,ICICI
SO230737,21268,DebitCard,23-01-2023,P10721,109500,,ICICI
SO230738,18356,DebitCard,23-01-2023,P10722,63500,,HDFC
SO230739,23219,CreditCard,23-01-2023,P10723,37200,LDC2639,Andhra Bank
SO230740,24540,UPI,23-01-2023,P10724,18900,LDC2640,HDFC
SO230741,19507,UPI,23-01-2023,P10725,18792,LDC2641,Andhra Bank
SO230742,22205,AutoDebitEMI,23-01-2023,P10726,21636,LDC2642,ICICI
SO230743,21267,DebitCard,23-01-2023,P10727,85540,,Canara Bank
SO230744,18094,Cash,24-01-2023,P10728,124150,,NetCash
SO230745,19518,UPI,24-01-2023,P10729,36864.9,LDC2645,ICICI
SO230746,21688,BankTransferEMI,24-01-2023,P10730,34746.3,LDC2646,Axis
SO230747,22900,Cash,24-01-2023,P10731,49614,,NetCash
SO230748,23888,AutoDebitEMI,24-01-2023,P10732,18507,LDC2648,HDFC
SO230749,18735,DebitCard,24-01-2023,P10733,76500,,Canara Bank
SO230750,18805,DebitCard,24-01-2023,P10734,124000,,Andhra Bank
SO230751,23914,CreditCard,24-01-2023,P10735,20685,LDC2651,Andhra Bank
SO230752,23590,AutoDebitEMI,24-01-2023,P10736,23099.7,LDC2652,Axis
SO230753,18190,BankTransfer,24-01-2023,P10737,48664,,HDFC
SO230754,18320,UPI,24-01-2023,P10738,24975,LDC2654,Andhra Bank
SO230755,23429,UPI,24-01-2023,P10739,15808.8,LDC2655,Canara Bank
SO230756,24617,Cash,24-01-2023,P10740,68450,,NetCash
SO230757,20497,AutoDebitEMI,24-01-2023,P10741,32850,LDC2657,ICICI
SO230758,20475,DebitCard,24-01-2023,P10742,194840,,Canara Bank
SO230759,18561,AutoDebitEMI,24-01-2023,P10743,37200,LDC2659,HDFC
SO230760,19216,BankTransferEMI,24-01-2023,P10744,20073.6,LDC2660,Andhra Bank
SO230761,21824,BankTransfer,24-01-2023,P10745,73000,,HDFC
SO230762,20764,BankTransferEMI,24-01-2023,P10746,27003,LDC2662,ICICI
SO230763,19958,AutoDebitEMI,24-01-2023,P10747,29256,LDC2663,Canara Bank
SO230764,22808,BankTransfer,24-01-2023,P10748,78500,,ICICI
SO230765,19525,BankTransfer,24-01-2023,P10749,93500,,Canara Bank
SO230766,18936,DebitCard,24-01-2023,P10750,76938,,Andhra Bank
SO230767,24917,AutoDebitEMI,24-01-2023,P10751,54300,LDC2667,Canara Bank
SO230768,22901,DebitCard,24-01-2023,P10752,72120,,HDFC
SO230769,20052,BankTransfer,24-01-2023,P10753,76500,,Axis
SO230770,20519,CreditCard,24-01-2023,P10754,54621,LDC2670,Axis
SO230771,19762,Cash,24-01-2023,P10755,76999,,NetCash
SO230772,19708,Cash,25-01-2023,P10756,98000,,NetCash
SO230773,20184,AutoDebitEMI,25-01-2023,P10757,69450,LDC2673,Andhra Bank
SO230774,22328,BankTransferEMI,25-01-2023,P10758,28821,LDC2674,HDFC
SO230775,24639,Cash,25-01-2023,P10759,68500,,NetCash
SO230776,22693,BankTransfer,25-01-2023,P10760,177000,,Andhra Bank
SO230777,20559,UPI,25-01-2023,P10761,56952,LDC2677,HDFC
SO230778,19290,BankTransferEMI,25-01-2023,P10762,22931.4,LDC2678,Axis
SO230779,21604,AutoDebitEMI,25-01-2023,P10763,32700,LDC2679,HDFC
SO230780,23148,CreditCard,25-01-2023,P10764,38899.2,LDC2680,HDFC
SO230781,18905,BankTransfer,25-01-2023,P10765,136546,,ICICI
SO230782,23400,BankTransfer,25-01-2023,P10766,82750,,Andhra Bank
SO230783,20633,UPI,25-01-2023,P10767,24599.7,LDC2683,HDFC
SO230784,21779,Cash,25-01-2023,P10768,75000,,NetCash
SO230785,22439,Cash,25-01-2023,P10769,63340,,NetCash
SO230786,18525,Cash,25-01-2023,P10770,116500,,NetCash
SO230787,24096,Cash,25-01-2023,P10771,69500,,NetCash
SO230788,21183,AutoDebitEMI,25-01-2023,P10772,21000,LDC2688,Canara Bank
SO230789,23828,AutoDebitEMI,25-01-2023,P10773,18852,LDC2689,Andhra Bank
SO230790,24565,AutoDebitEMI,25-01-2023,P10774,37014.9,LDC2690,ICICI
SO230791,24799,BankTransferEMI,25-01-2023,P10775,39891,LDC2691,Andhra Bank
SO230792,22423,BankTransfer,25-01-2023,P10776,108302,,HDFC
SO230793,21856,AutoDebitEMI,25-01-2023,P10777,19350,LDC2693,ICICI
SO230794,18745,BankTransferEMI,25-01-2023,P10778,43350,LDC2694,Axis
SO230795,21507,Cash,25-01-2023,P10779,206000,,NetCash
SO230796,20794,AutoDebitEMI,25-01-2023,P10780,16506.9,LDC2696,Axis
SO230797,21413,UPI,25-01-2023,P10781,23550,LDC2697,Andhra Bank
SO230798,19856,DebitCard,25-01-2023,P10782,87000,,HDFC
SO230799,22404,BankTransferEMI,25-01-2023,P10783,31471.2,LDC2699,Axis
SO230800,21036,AutoDebitEMI,26-01-2023,P10784,24750,LDC2700,ICICI
SO230801,19433,CreditCard,26-01-2023,P10785,20472,LDC2701,Canara Bank
SO230802,22817,AutoDebitEMI,26-01-2023,P10786,56100,LDC2702,Canara Bank
SO230803,24430,AutoDebitEMI,26-01-2023,P10787,27003,LDC2703,Canara Bank
SO230804,21538,UPI,26-01-2023,P10788,22500,LDC2704,Canara Bank
SO230805,20668,CreditCard,26-01-2023,P10789,20250,LDC2705,Andhra Bank
SO230806,18840,Cash,26-01-2023,P10790,62840,,NetCash
SO230807,18108,DebitCard,26-01-2023,P10791,71000,,Axis
